block_date,token_standard,token_id,sell_volume,buy_volume,gross_volume,net_buy_pressure,total_supply,gross_daily_turnover_rate,data_source,primary_secondary_treatment,sample_window
2025-11-07,erc1155,32,564,100564,101128,100000,1474515,0.06858391,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2025-11-07
2025-11-10,erc1155,32,5282,155282,160564,150000,1474515,0.10889275,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2025-11-07
2025-11-11,erc1155,32,3814,3814,7628,0,1474515,0.00517323,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2025-11-07
2025-11-12,erc1155,32,220,220,440,0,1474515,0.00029840,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2025-11-07
2025-11-13,erc1155,32,172,172,344,0,1474515,0.00023330,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2025-11-07
2025-11-14,erc1155,32,1075,1075,2150,0,1474515,0.00145811,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2025-11-07
2025-11-15,erc1155,32,100,100,200,0,1474515,0.00013564,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2025-11-07
2025-11-16,erc1155,32,10,10,20,0,1474515,0.00001356,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2025-11-07
2025-11-17,erc1155,32,155,25155,25310,25000,1474515,0.01716497,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2025-11-07
2025-11-18,erc1155,32,100,100,200,0,1474515,0.00013564,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2025-11-07
2025-11-19,erc1155,32,250,250,500,0,1474515,0.00033909,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2025-11-07
2025-11-20,erc1155,32,55,55,110,0,1474515,0.00007460,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2025-11-07
2025-11-21,erc1155,32,14,14,28,0,1474515,0.00001899,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2025-11-07
2025-11-22,erc1155,32,59,59,118,0,1474515,0.00008003,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2025-11-07
2025-11-24,erc1155,32,123,123,246,0,1474515,0.00016683,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2025-11-07
2025-11-25,erc1155,32,80,80,160,0,1474515,0.00010851,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2025-11-07
2025-11-26,erc1155,32,55,55,110,0,1474515,0.00007460,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2025-11-07
2025-11-28,erc1155,32,279,25279,25558,25000,1474515,0.01733316,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2025-11-07
2025-11-30,erc1155,32,560,437,997,-123,1474515,0.00067615,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2025-11-07
2025-12-01,erc1155,32,0,123,123,123,1474515,0.00008342,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2025-11-07
2025-12-04,erc1155,32,1,1,2,0,1474515,0.00000136,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2025-11-07
2025-12-05,erc1155,32,68,5068,5136,5000,1474515,0.00348318,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2025-11-07
2025-12-06,erc1155,32,749,749,1498,0,1474515,0.00101593,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2025-11-07
2025-12-07,erc1155,32,102,102,204,0,1474515,0.00013835,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2025-11-07
2025-12-08,erc1155,32,57,57,114,0,1474515,0.00007731,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2025-11-07
2025-12-09,erc1155,32,144,144,288,0,1474515,0.00019532,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2025-11-07
2025-12-10,erc1155,32,162,162,324,0,1474515,0.00021973,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2025-11-07
2025-12-11,erc1155,32,15,15,30,0,1474515,0.00002035,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2025-11-07
2025-12-12,erc1155,32,252,252,504,0,1474515,0.00034181,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2025-11-07
2025-12-13,erc1155,32,10,10,20,0,1474515,0.00001356,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2025-11-07
2025-12-14,erc1155,32,495,495,990,0,1474515,0.00067141,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2025-11-07
2025-12-15,erc1155,32,5,5,10,0,1474515,0.00000678,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2025-11-07
2025-12-16,erc1155,32,1168,1168,2336,0,1474515,0.00158425,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2025-11-07
2025-12-17,erc1155,32,1045,1045,2090,0,1474515,0.00141742,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2025-11-07
