block_date,mid_price_quote_per_token,base_reserve,quote_reserve,executed_buy_base,executed_sell_base,rejected_buy_base,rejected_sell_base
2025-07-25,13852992063591878210000,195673000000000000000000,6934384350775558457467563150,244989000000000000000000,11002000000000000000000,0,0
2025-07-26,37920467873371328850000,80392000000000000000000,9358272734553874353990350700,364362000000000000000000,15094000000000000000000,0,0
2025-07-27,153221728977120816900000,36098000000000000000000,12649044887011890200591228000,410578000000000000000000,17016000000000000000000,0,0
2025-07-28,125348547670211332800000,40190000000000000000000,12084983524470327988464467600,410578000000000000000000,21108000000000000000000,39126000000000000000000,0
2025-07-29,449558674075618827120000,20786000000000000000000,16807190131604719274435533400,440107000000000000000000,31233000000000000000000,39126000000000000000000,0
2025-07-30,353030630235049584100000,23522000000000000000000,15722850957232477531214975000,440107000000000000000000,33969000000000000000000,64928000000000000000000,0
2025-07-31,194051886064289652180000,32072000000000000000000,13499767834670213632515762500,440107000000000000000000,42519000000000000000000,134020000000000000000000,0
2025-08-01,121164800419129323360000,41195000000000000000000,12110288008765287709453357250,440107000000000000000000,51642000000000000000000,185409000000000000000000,0
2025-08-02,91108685338481514080000,48148000000000000000000,11384100222034407295182346200,440107000000000000000000,58595000000000000000000,231444000000000000000000,0
2025-08-03,140897635983310643740000,38014000000000000000000,12539634108350485855021146950,452154000000000000000000,60508000000000000000000,231444000000000000000000,0
2025-08-04,10562583316815833316550000,4462000000000000000000,55405737553945479049937374550,488254000000000000000000,63056000000000000000000,231444000000000000000000,0
2025-08-05,1936413441939691404080000,10441000000000000000000,28521060421667248394322537500,488254000000000000000000,69035000000000000000000,260958000000000000000000,0
2025-08-06,590426525825520253500000,19010000000000000000000,19418475562774816350644978900,488254000000000000000000,77604000000000000000000,288541000000000000000000,0
2025-08-07,1004519549888235543390000,14585000000000000000000,23015010586073640615007818800,500102000000000000000000,85027000000000000000000,288541000000000000000000,0
2025-08-08,120657449577804518280000,43923000000000000000000,13474980720659614177283011700,511428000000000000000000,125691000000000000000000,288541000000000000000000,0
2025-08-09,152540171101295049260000,38761000000000000000000,14186761665435469699624236200,521021000000000000000000,130122000000000000000000,288541000000000000000000,0
2025-08-10,240080058116096852480000,30585000000000000000000,15776740984192835539759589200,534826000000000000000000,135751000000000000000000,288541000000000000000000,0
2025-08-11,160021186137009485700000,37833000000000000000000,14364606097045289890478143600,534826000000000000000000,142999000000000000000000,338764000000000000000000,0
2025-08-12,261074967945161802720000,29316000000000000000000,16128450457566810964783749650,547805000000000000000000,147461000000000000000000,338764000000000000000000,0
2025-08-13,2657325043442318452280000,9141000000000000000000,33250709032106241793881834200,571679000000000000000000,151160000000000000000000,338764000000000000000000,0
2025-08-14,628360047961162956810000,18902000000000000000000,20724609659539632686787378950,571679000000000000000000,160921000000000000000000,358842000000000000000000,0
2025-08-15,209895575055277315710000,33189000000000000000000,15582247290417590824049071400,571679000000000000000000,175208000000000000000000,617613000000000000000000,0
2025-08-16,45080188740603555300000,78315000000000000000000,11355450217424805584170704800,571679000000000000000000,220334000000000000000000,1030855000000000000000000,0
2025-08-17,45087878146096838690000,78315000000000000000000,11357445172813932619515116800,575887000000000000000000,224542000000000000000000,1030855000000000000000000,0
2025-08-18,45095861894010737940000,78315000000000000000000,11359515953972913648035241850,580246000000000000000000,228901000000000000000000,1030855000000000000000000,0
2025-08-19,45098202501628966080000,78315000000000000000000,11360125579434061988693031850,581577000000000000000000,230232000000000000000000,1030855000000000000000000,0
2025-08-20,45119831755461438140000,78315000000000000000000,11365679679670731405750644600,592322000000000000000000,240977000000000000000000,1030855000000000000000000,0
2025-08-21,45124721356597643460000,78318000000000000000000,11367531226695408918877765900,596509000000000000000000,245167000000000000000000,1030855000000000000000000,0
2025-08-22,45134940928681126070000,78315000000000000000000,11369599082355053692455167800,600589000000000000000000,249244000000000000000000,1030855000000000000000000,0
2025-08-23,45138280107144717060000,78315000000000000000000,11370467957979585826640529650,602472000000000000000000,251127000000000000000000,1030855000000000000000000,0
2025-08-24,45138762890569990580000,78315000000000000000000,11370593846762035684923005850,602750000000000000000000,251405000000000000000000,1030855000000000000000000,0
2025-08-25,45140377519937444030000,78315000000000000000000,11371014515289034400899223550,603672000000000000000000,252327000000000000000000,1030855000000000000000000,0
2025-08-26,45209526419648536990000,78265000000000000000000,11379143396227423790481386200,614953000000000000000000,263558000000000000000000,1030855000000000000000000,0
2025-08-27,45211558773257160770000,78265000000000000000000,11379672188669703933902970600,616107000000000000000000,264712000000000000000000,1030855000000000000000000,0
2025-08-28,45212729601386768230000,78265000000000000000000,11379977015161714774281499650,616776000000000000000000,265381000000000000000000,1030855000000000000000000,0
2025-08-29,45318103745380260590000,78152000000000000000000,11385216689816568228048879200,617107000000000000000000,265599000000000000000000,1030855000000000000000000,0
2025-08-30,45353059714283062120000,78115000000000000000000,11387026721817177155610259250,617417000000000000000000,265872000000000000000000,1030855000000000000000000,0
2025-08-31,45366189858466407360000,78115000000000000000000,11390406017424543729857599400,624266000000000000000000,272721000000000000000000,1030855000000000000000000,0
2025-09-01,45371046472849983280000,78115000000000000000000,11391663510270100596819174650,626951000000000000000000,275406000000000000000000,1030855000000000000000000,0
2025-09-02,45374110718470533820000,78115000000000000000000,11392457949841492907823563450,628667000000000000000000,277122000000000000000000,1030855000000000000000000,0
2025-09-03,45385044366176927690000,78115000000000000000000,11395276150056099117251570050,634455000000000000000000,282910000000000000000000,1030855000000000000000000,0
2025-09-04,45389551831088586040000,78115000000000000000000,11396443422738332907004387950,636952000000000000000000,285407000000000000000000,1030855000000000000000000,0
2025-09-05,45392122401876751420000,78115000000000000000000,11397110048533684364407073750,638396000000000000000000,286851000000000000000000,1030855000000000000000000,0
2025-09-06,45397166583157035610000,78115000000000000000000,11398415742849352104054138550,641179000000000000000000,289634000000000000000000,1030855000000000000000000,0
2025-09-07,45397555596786041690000,78115000000000000000000,11398516784727244418501596750,641401000000000000000000,289856000000000000000000,1030855000000000000000000,0
2025-09-08,45398583778492452330000,78115000000000000000000,11398783716261933481902211550,641985000000000000000000,290440000000000000000000,1030855000000000000000000,0
2025-09-09,45400582163107198340000,78115000000000000000000,11399302151409551533013540900,643112000000000000000000,291567000000000000000000,1030855000000000000000000,0
2025-09-10,45414187348001542220000,78115000000000000000000,11402801623065823859145366650,650177000000000000000000,298632000000000000000000,1030855000000000000000000,0
2025-09-11,45414690921163648940000,78115000000000000000000,11402932397214018936504356850,650464000000000000000000,298919000000000000000000,1030855000000000000000000,0
2025-09-12,45416336459068297310000,78115000000000000000000,11403359368522867414844395350,651394000000000000000000,299849000000000000000000,1030855000000000000000000,0
2025-09-13,45417060574113585680000,78115000000000000000000,11403547382815390076076929950,651806000000000000000000,300261000000000000000000,1030855000000000000000000,0
2025-09-14,45417571232539811080000,78115000000000000000000,11403679994175128058205480300,652097000000000000000000,300552000000000000000000,1030855000000000000000000,0
2025-09-15,45419374700392317090000,78115000000000000000000,11404147881838027711938214400,653115000000000000000000,301570000000000000000000,1030855000000000000000000,0
2025-09-16,45427177823439974140000,78115000000000000000000,11406163325787073298083760000,657333000000000000000000,305788000000000000000000,1030855000000000000000000,0
2025-09-17,41847774945568067300000,83135000000000000000000,11357577233605058293453690400,721566000000000000000000,375041000000000000000000,1030855000000000000000000,0
2025-09-18,46235895752613271430000,78145000000000000000000,11590224993985913512255980650,746035000000000000000000,394520000000000000000000,1030855000000000000000000,0
2025-09-19,46280590232394756860000,78115000000000000000000,11595717580606477388362326050,754078000000000000000000,402533000000000000000000,1030855000000000000000000,0
2025-09-20,46290931255484088560000,78115000000000000000000,11598371613060805787899632200,759449000000000000000000,407904000000000000000000,1030855000000000000000000,0
2025-09-21,59000033481635765720000,67503000000000000000000,12161340006408655581840748250,778784000000000000000000,416627000000000000000000,1030855000000000000000000,0
2025-09-22,59017901689297136790000,67503000000000000000000,12165080407146636737243824650,784596000000000000000000,422439000000000000000000,1030855000000000000000000,0
2025-09-23,63082643503751331050000,64929000000000000000000,12325307159275146728848123450,790697000000000000000000,425966000000000000000000,1030855000000000000000000,0
2025-09-24,53395522636582234710000,71697000000000000000000,11944467102413764289135354450,803364000000000000000000,445401000000000000000000,1030855000000000000000000,0
2025-09-25,57077502926878870730000,68910000000000000000000,12101401870536489314051607350,809925000000000000000000,449175000000000000000000,1030855000000000000000000,0
2025-09-26,73830422827738597690000,59362000000000000000000,12724316956903786863738297750,820186000000000000000000,449888000000000000000000,1030855000000000000000000,0
2025-09-27,86354739970122383970000,54378000000000000000000,13134198951737887543200785550,834419000000000000000000,459137000000000000000000,1030855000000000000000000,0
2025-09-28,104969759698031172590000,48837000000000000000000,13667297844508230994893297900,842558000000000000000000,461735000000000000000000,1030855000000000000000000,0
2025-09-29,124638481652393465710000,44577000000000000000000,14201270421881329614414797700,865944000000000000000000,480861000000000000000000,1030855000000000000000000,0
2025-09-30,289322812645268128870000,28699000000000000000000,17257927198571766753920554500,889275000000000000000000,488314000000000000000000,1030855000000000000000000,0
2025-10-01,268531276704653247390000,29896000000000000000000,17014062641921285358261564750,903841000000000000000000,504077000000000000000000,1030855000000000000000000,0
2025-10-02,298939182380962466370000,28315000000000000000000,17500255661215285655185915350,913649000000000000000000,512304000000000000000000,1030855000000000000000000,0
2025-10-03,299176009841144593860000,28315000000000000000000,17516596023991772185489679850,918194000000000000000000,516849000000000000000000,1030855000000000000000000,0
