block_date,mid_price_quote_per_token,base_reserve,quote_reserve,executed_buy_base,executed_sell_base,rejected_buy_base,rejected_sell_base
2024-12-25,10028692283344955060000,7920500000000000000000,81457516962106486947300150,165000000000000000000,53000000000000000000,0,0
2024-12-26,10028756313635559610000,7920500000000000000000,81462533022492046356640150,215000000000000000000,103000000000000000000,0,0
2024-12-27,10028804977693778500000,7920500000000000000000,81466344937210165816182250,253000000000000000000,141000000000000000000,0,0
2024-12-28,10028851081506256950000,7920500000000000000000,81469956192768917109593050,289000000000000000000,177000000000000000000,0,0
2024-12-29,10028916397520252480000,7920500000000000000000,81475072691294986023303850,340000000000000000000,228000000000000000000,0,0
2024-12-30,10027701716290170240000,7925500000000000000000,81431703352455314715438850,405000000000000000000,298000000000000000000,0,0
2024-12-31,10029052159286946740000,7920500000000000000000,81485707162076747748968050,446000000000000000000,334000000000000000000,0,0
2025-01-01,10029062405597208400000,7920500000000000000000,81486509529708810335122050,454000000000000000000,342000000000000000000,0,0
2025-01-02,10029068809559598670000,7920500000000000000000,81487010999793120100860300,459000000000000000000,347000000000000000000,0,0
2025-01-03,10029072651943687530000,7920500000000000000000,81487311877961511304884600,462000000000000000000,350000000000000000000,0,0
2025-01-04,10029082898356290300000,7920500000000000000000,81488114247234662274534600,470000000000000000000,358000000000000000000,0,0
2025-01-05,10029100829745195580000,7920500000000000000000,81489518452140092135273700,484000000000000000000,372000000000000000000,0,0
2025-01-06,10029113637955085460000,7920500000000000000000,81490521430168088315749700,494000000000000000000,382000000000000000000,0,0
2025-01-07,10029322444541313520000,7920500000000000000000,81506887640536292147809700,657000000000000000000,545000000000000000000,0,0
2025-01-08,9862376431390091823161,8549500000000000000000,75319397358209386478325792,1041000000000000000000,1558000000000000000000,0,0
2025-01-09,10031041520402961650000,7920500000000000000000,81641355308202893651137186,1998000000000000000000,1886000000000000000000,0,0
2025-01-10,10031113316904337900000,7920500000000000000000,81646974854507692339301186,2054000000000000000000,1942000000000000000000,0,0
2025-01-11,10031162036901071350000,7920500000000000000000,81650787669259842368781386,2092000000000000000000,1980000000000000000000,0,0
2025-01-12,10031165883203176390000,7920500000000000000000,81651088610249109423527936,2095000000000000000000,1983000000000000000000,0,0
2025-01-13,10031235119613934290000,7920500000000000000000,81656507450603041877039636,2149000000000000000000,2037000000000000000000,0,0
2025-01-14,10031249223305624510000,7920500000000000000000,81657610969030251845586886,2160000000000000000000,2048000000000000000000,0,0
2025-01-15,10031262044921958950000,7920500000000000000000,81658614162172275041548386,2170000000000000000000,2058000000000000000000,0,0
2025-01-16,10031024764327034830000,7921500000000000000000,81650439011653849140672586,2188000000000000000000,2077000000000000000000,0,0
2025-01-17,10031362058300281580000,7920500000000000000000,81666441187383380230911586,2248000000000000000000,2136000000000000000000,0,0
2025-01-18,10031380009602394400000,7920500000000000000000,81667845711942734220403186,2262000000000000000000,2150000000000000000000,0,0
2025-01-19,10031404372389957520000,7920500000000000000000,81669751921026847085895036,2281000000000000000000,2169000000000000000000,0,0
2025-01-20,10031428735466311080000,7920500000000000000000,81671658134751154353480936,2300000000000000000000,2188000000000000000000,0,0
2025-01-21,10031550560702357540000,7920500000000000000000,81681194282299254913902686,2395000000000000000000,2283000000000000000000,0,0
2025-01-22,10031621092544743430000,7920500000000000000000,81686713723065499259057186,2450000000000000000000,2338000000000000000000,0,0
2025-01-23,10031639046108960460000,7920500000000000000000,81688118283954619356263586,2464000000000000000000,2352000000000000000000,0,0
2025-01-24,10031680083770612750000,7920500000000000000000,81691329111345005265385186,2496000000000000000000,2384000000000000000000,0,0
2025-01-25,10031705732574191090000,7920500000000000000000,81693335721136996467552186,2516000000000000000000,2404000000000000000000,0,0
2025-01-26,10031726251809392460000,7920500000000000000000,81694940969105508333158586,2532000000000000000000,2420000000000000000000,0,0
2025-01-27,10031750618700972570000,7920500000000000000000,81696847244135739353050636,2551000000000000000000,2439000000000000000000,0,0
2025-01-28,10032011015932825080000,7920500000000000000000,81717241226041227308780286,2754000000000000000000,2642000000000000000000,0,0
2025-01-29,10032013581191156600000,7920500000000000000000,81717441868988836682797586,2756000000000000000000,2644000000000000000000,0,0
2025-01-30,10032144421288160250000,7920500000000000000000,81727681794811661041514786,2858000000000000000000,2746000000000000000000,0,0
2025-01-31,10032223953413409650000,7920500000000000000000,81733904385176472742922886,2920000000000000000000,2808000000000000000000,0,0
2025-02-01,10032282962546806340000,7920500000000000000000,81738520667305290863556386,2966000000000000000000,2854000000000000000000,0,0
2025-02-02,10032288093749123980000,7920500000000000000000,81738921969543902808230986,2970000000000000000000,2858000000000000000000,0,0
2025-02-03,10032302204664485850000,7920500000000000000000,81740025603961237365224036,2981000000000000000000,2869000000000000000000,0,0
2025-02-04,10032336841221213030000,7920500000000000000000,81742734825958728805186886,3008000000000000000000,2896000000000000000000,0,0
2025-02-05,10032403551218623790000,7920500000000000000000,81747953508858686794687886,3060000000000000000000,2948000000000000000000,0,0
