block_date,token_standard,token_id,sell_volume,buy_volume,gross_volume,net_buy_pressure,total_supply,gross_daily_turnover_rate,data_source,primary_secondary_treatment,sample_window
2024-12-25,erc1155,14,553,894,1447,341,31500,0.04593651,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2024-12-25
2024-12-26,erc1155,14,1033,971,2004,-62,31500,0.06361905,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2024-12-25
2024-12-27,erc1155,14,575,637,1212,62,31500,0.03847619,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2024-12-25
2024-12-28,erc1155,14,87,87,174,0,31500,0.00552381,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2024-12-25
2024-12-29,erc1155,14,592,592,1184,0,31500,0.03758730,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2024-12-25
2024-12-30,erc1155,14,40,37,77,-3,31500,0.00244444,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2024-12-25
2024-12-31,erc1155,14,111,114,225,3,31500,0.00714286,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2024-12-25
2025-01-01,erc1155,14,226,226,452,0,31500,0.01434921,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2024-12-25
2025-01-02,erc1155,14,374,374,748,0,31500,0.02374603,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2024-12-25
2025-01-03,erc1155,14,73,73,146,0,31500,0.00463492,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2024-12-25
2025-01-04,erc1155,14,155,155,310,0,31500,0.00984127,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2024-12-25
2025-01-05,erc1155,14,42,42,84,0,31500,0.00266667,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2024-12-25
2025-01-06,erc1155,14,295,261,556,-34,31500,0.01765079,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2024-12-25
2025-01-07,erc1155,14,14,48,62,34,31500,0.00196825,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2024-12-25
2025-01-08,erc1155,14,193,101,294,-92,31500,0.00933333,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2024-12-25
2025-01-09,erc1155,14,55,147,202,92,31500,0.00641270,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2024-12-25
2025-01-10,erc1155,14,205,4,209,-201,31500,0.00663492,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2024-12-25
2025-01-11,erc1155,14,129,330,459,201,31500,0.01457143,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2024-12-25
2025-01-12,erc1155,14,12,12,24,0,31500,0.00076190,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2024-12-25
2025-01-13,erc1155,14,48,48,96,0,31500,0.00304762,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2024-12-25
2025-01-14,erc1155,14,25,25,50,0,31500,0.00158730,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2024-12-25
2025-01-15,erc1155,14,351,351,702,0,31500,0.02228571,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2024-12-25
2025-01-16,erc1155,14,137,137,274,0,31500,0.00869841,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2024-12-25
2025-01-17,erc1155,14,123,123,246,0,31500,0.00780952,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2024-12-25
