block_date,mid_price_quote_per_token,base_reserve,quote_reserve,executed_buy_base,executed_sell_base,rejected_buy_base,rejected_sell_base
2024-12-22,9999990372307907824426,207736300000000000000000,2077343050004789767708290750,0,1000000000000000000,294919000000000000000000,0
2024-12-23,11035970908161954270000,145808300000000000000000,2726340996607275273547136546,61928000000000000000000,1000000000000000000,294919000000000000000000,0
2024-12-24,11358405019976307880000,135509300000000000000000,2842178995209991255341649346,72227000000000000000000,1000000000000000000,294919000000000000000000,0
2024-12-25,11361001143847798380000,135457300000000000000000,2843529329301195869391397946,78973000000000000000000,6695000000000000000000,294919000000000000000000,0
2024-12-26,11361574445364524630000,135456300000000000000000,2844064400931466708640020346,83599000000000000000000,11320000000000000000000,294919000000000000000000,0
2024-12-27,11361697599548332840000,135456300000000000000000,2844184510057053064419842746,84657000000000000000000,12378000000000000000000,294919000000000000000000,0
2024-12-28,11361868834350634530000,135456300000000000000000,2844351454964250329533194396,86128000000000000000000,13849000000000000000000,294919000000000000000000,0
2024-12-29,11361956375037116330000,135456300000000000000000,2844436847434852312131860796,86880000000000000000000,14601000000000000000000,294919000000000000000000,0
2024-12-30,11362407032837114480000,135456300000000000000000,2844875405158073302371814596,90751000000000000000000,18472000000000000000000,294919000000000000000000,0
2024-12-31,11362453486372925400000,135456300000000000000000,2844920727389704859531135946,91150000000000000000000,18871000000000000000000,294919000000000000000000,0
2025-01-01,11362757835646040830000,135456300000000000000000,2845217160323142267682882846,93764000000000000000000,21485000000000000000000,294919000000000000000000,0
2025-01-02,11362766451770443630000,135456300000000000000000,2845225568289001311887019146,93838000000000000000000,21559000000000000000000,294919000000000000000000,0
2025-01-03,11363022267050867150000,135456300000000000000000,2845474796121282211278765596,96035000000000000000000,23756000000000000000000,294919000000000000000000,0
2025-01-04,11363201125575007420000,135456300000000000000000,2845649129691197384996320796,97571000000000000000000,25292000000000000000000,294919000000000000000000,0
2025-01-05,11363383368923473840000,135456300000000000000000,2845826753648667669421857296,99136000000000000000000,26857000000000000000000,294919000000000000000000,0
2025-01-06,11364243818084366510000,135456300000000000000000,2846661788839159431087908896,106524000000000000000000,34245000000000000000000,294919000000000000000000,0
2025-01-07,11364253369100173030000,135456300000000000000000,2846671106935578396934431796,106606000000000000000000,34327000000000000000000,294919000000000000000000,0
2025-01-08,11365143357780208740000,135456300000000000000000,2847534539423826480046797796,114246000000000000000000,41967000000000000000000,294919000000000000000000,0
2025-01-09,11365329181578231040000,135456300000000000000000,2847715595055199430488243046,115841000000000000000000,43562000000000000000000,294919000000000000000000,0
2025-01-10,11365577814345491310000,135456300000000000000000,2847957741730452919871935746,117975000000000000000000,45696000000000000000000,294919000000000000000000,0
2025-01-11,11365582358357386310000,135456300000000000000000,2847962174173690824064321296,118014000000000000000000,45735000000000000000000,294919000000000000000000,0
2025-01-12,11365630245599631110000,135456300000000000000000,2848008872085537124866324846,118425000000000000000000,46146000000000000000000,294919000000000000000000,0
2025-01-13,11365725439251917870000,135456300000000000000000,2848101671639853856628748346,119242000000000000000000,46963000000000000000000,294919000000000000000000,0
2025-01-14,11365770764730855630000,135456300000000000000000,2848145871201721381297769646,119631000000000000000000,47352000000000000000000,294919000000000000000000,0
2025-01-15,11365779620144988820000,135456300000000000000000,2848154508685912551653694446,119707000000000000000000,47428000000000000000000,294919000000000000000000,0
2025-01-16,11366180816956269150000,135456300000000000000000,2848544828127039956595508646,123150000000000000000000,50871000000000000000000,294919000000000000000000,0
2025-01-17,11366223816773470200000,135456300000000000000000,2848586757533572760877576446,123519000000000000000000,51240000000000000000000,294919000000000000000000,0
2025-01-18,11366483341253625650000,135456300000000000000000,2848839459331964694357988746,125746000000000000000000,53467000000000000000000,294919000000000000000000,0
2025-01-19,11366502919765885990000,135456300000000000000000,2848858552573928436006956346,125914000000000000000000,53635000000000000000000,294919000000000000000000,0
2025-01-20,11366576107012131750000,135456300000000000000000,2848929900092877193429692546,126542000000000000000000,54263000000000000000000,294919000000000000000000,0
2025-01-21,11343925259948897060000,136128300000000000000000,2841980897865996842663724896,132237000000000000000000,60630000000000000000000,294919000000000000000000,0
2025-01-22,11367649616295114610000,135456300000000000000000,2849972639059921570909274546,135756000000000000000000,63477000000000000000000,294919000000000000000000,0
2025-01-23,11367714896736771300000,135456300000000000000000,2850036270740475499827054546,136316000000000000000000,64037000000000000000000,294919000000000000000000,0
2025-01-24,11367741708620966670000,135456300000000000000000,2850062411892351410309584546,136546000000000000000000,64267000000000000000000,294919000000000000000000,0
2025-01-25,11367783675409426740000,135456300000000000000000,2850103324522285671660058546,136906000000000000000000,64627000000000000000000,294919000000000000000000,0
2025-01-26,11367806057860149090000,135456300000000000000000,2850125147465688707568980146,137098000000000000000000,64819000000000000000000,294919000000000000000000,0
2025-01-27,11367860149317764180000,135456300000000000000000,2850177875427013236024074546,137562000000000000000000,65283000000000000000000,294919000000000000000000,0
2025-01-28,11367863180322030030000,135456300000000000000000,2850180831011874323479104746,137588000000000000000000,65309000000000000000000,294919000000000000000000,0
2025-01-29,11367878335380533100000,135456300000000000000000,2850195607765696297468742746,137718000000000000000000,65439000000000000000000,294919000000000000000000,0
2025-01-30,11367986521008191450000,135456300000000000000000,2850301027294449255592019546,138646000000000000000000,66367000000000000000000,294919000000000000000000,0
2025-01-31,11368072908278702840000,135456300000000000000000,2850385216581720119450827946,139387000000000000000000,67108000000000000000000,294919000000000000000000,0
2025-02-01,11368469196229137210000,135456300000000000000000,2850770637274035171070229396,142786000000000000000000,70507000000000000000000,294919000000000000000000,0
2025-02-02,11368481088848418810000,135456300000000000000000,2850782232208271861165524496,142888000000000000000000,70609000000000000000000,294919000000000000000000,0
2025-02-03,11369048254571211340000,135457300000000000000000,2851355753087228336322545096,148052000000000000000000,75774000000000000000000,294919000000000000000000,0
2025-02-04,11369566853880496070000,135456300000000000000000,2851837089483485239398663896,152199000000000000000000,79920000000000000000000,294919000000000000000000,0
2025-02-05,11369945438601679110000,135456300000000000000000,2852205250211684333979918896,155445000000000000000000,83166000000000000000000,294919000000000000000000,0
2025-02-06,11369949054303633140000,135456300000000000000000,2852208774811141526456352446,155476000000000000000000,83197000000000000000000,294919000000000000000000,0
2025-02-07,11370068724452749360000,135456300000000000000000,2852325339552852542936311046,156502000000000000000000,84223000000000000000000,294919000000000000000000,0
2025-02-08,11370310408643140510000,135456300000000000000000,2852560559325911039440712246,158574000000000000000000,86295000000000000000000,294919000000000000000000,0
2025-02-09,11370391245052882740000,135456300000000000000000,2852639313982328820024502796,159267000000000000000000,86988000000000000000000,294919000000000000000000,0
2025-02-10,11370796736803382150000,135456300000000000000000,2853033523335203317055908396,162743000000000000000000,90464000000000000000000,294919000000000000000000,0
2025-02-11,11370816218967973320000,135456300000000000000000,2853052510140353983099485996,162910000000000000000000,90631000000000000000000,294919000000000000000000,0
2025-02-12,11370842467541406160000,135456300000000000000000,2853078090076039165140034746,163135000000000000000000,90856000000000000000000,294919000000000000000000,0
2025-02-13,11370857633455576740000,135456300000000000000000,2853092870701087067700745246,163265000000000000000000,90986000000000000000000,294919000000000000000000,0
2025-02-14,11371108696996479360000,135456300000000000000000,2853337174636779967703948846,165417000000000000000000,93138000000000000000000,294919000000000000000000,0
2025-02-15,11371226183722173250000,135456300000000000000000,2853451594047444557609410446,166424000000000000000000,94145000000000000000000,294919000000000000000000,0
2025-02-16,11371311821557246750000,135456300000000000000000,2853535012181681621311325646,167158000000000000000000,94879000000000000000000,294919000000000000000000,0
2025-02-17,11371485436424745810000,135456300000000000000000,2853704026571345239612400046,168646000000000000000000,96367000000000000000000,294919000000000000000000,0
2025-02-18,11371578780578872900000,135456300000000000000000,2853794943040265656722680046,169446000000000000000000,97167000000000000000000,294919000000000000000000,0
2025-02-19,11371586364869001110000,135456300000000000000000,2853802334198641681565167296,169511000000000000000000,97232000000000000000000,294919000000000000000000,0
2025-02-20,11371765942238503060000,135456300000000000000000,2853977138936980504487671746,171050000000000000000000,98771000000000000000000,294919000000000000000000,0
2025-02-21,11371930123981648400000,135456300000000000000000,2854136969019238859360141796,172457000000000000000000,100178000000000000000000,294919000000000000000000,0
2025-02-22,11371950544984480480000,135456300000000000000000,2854156867232501285175040546,172632000000000000000000,100353000000000000000000,294919000000000000000000,0
2025-02-23,11371930460068002440000,135457300000000000000000,2854160106785074656273459046,172760000000000000000000,100482000000000000000000,294919000000000000000000,0
2025-02-24,11371965948304088710000,135456300000000000000000,2854171876750530972733630246,172764000000000000000000,100485000000000000000000,294919000000000000000000,0
2025-02-26,11372434615023434180000,135456300000000000000000,2854627210521146278248467846,176780000000000000000000,104501000000000000000000,294919000000000000000000,0
2025-02-27,11373487220285321810000,135456300000000000000000,2855646135099316673371451246,185798000000000000000000,113519000000000000000000,294919000000000000000000,0
2025-02-28,11373826351025158460000,135456300000000000000000,2855975814773607165508935496,188703000000000000000000,116424000000000000000000,294919000000000000000000,0
2025-03-02,11373925468277172470000,135456300000000000000000,2856072316109546112167764396,189552000000000000000000,117273000000000000000000,294919000000000000000000,0
2025-03-03,11374264984962102940000,135456300000000000000000,2856402348127066192291731396,192460000000000000000000,120181000000000000000000,294919000000000000000000,0
2025-03-04,11374404044729635280000,135456300000000000000000,2856537693013160595378591246,193651000000000000000000,121372000000000000000000,294919000000000000000000,0
2025-03-05,11374506094816377640000,135456300000000000000000,2856637039118832182537856746,194525000000000000000000,122246000000000000000000,294919000000000000000000,0
2025-03-06,11374757378360728500000,135456300000000000000000,2856881420958601101693059946,196677000000000000000000,124398000000000000000000,294919000000000000000000,0
2025-03-07,11374810158940641540000,135456300000000000000000,2856932817102240006113391746,197129000000000000000000,124850000000000000000000,294919000000000000000000,0
2025-03-08,11374916306104801940000,135456300000000000000000,2857036142540080045405972496,198038000000000000000000,125759000000000000000000,294919000000000000000000,0
2025-03-09,11375398268567136640000,135456300000000000000000,2857504143851352511859093896,202165000000000000000000,129886000000000000000000,294919000000000000000000,0
2025-03-10,11375429100806078070000,135456300000000000000000,2857534168834184659632946696,202429000000000000000000,130150000000000000000000,294919000000000000000000,0
2025-03-11,11375632903745716810000,135456300000000000000000,2857732407807477060190539696,204174000000000000000000,131895000000000000000000,294919000000000000000000,0
2025-03-12,11375648904675858390000,135456300000000000000000,2857747990788593603380075096,204311000000000000000000,132032000000000000000000,294919000000000000000000,0
2025-03-13,11375655094831849670000,135456300000000000000000,2857754019637518137918884546,204364000000000000000000,132085000000000000000000,294919000000000000000000,0
2025-03-14,11375667241581344830000,135456300000000000000000,2857765849375822724804866546,204468000000000000000000,132189000000000000000000,294919000000000000000000,0
2025-03-15,11375679154773813870000,135456300000000000000000,2857777451649317272241190046,204570000000000000000000,132291000000000000000000,294919000000000000000000,0
2025-03-16,11375685111382030350000,135456300000000000000000,2857783253018826322453041346,204621000000000000000000,132342000000000000000000,294919000000000000000000,0
2025-03-17,11375722603196326800000,135456300000000000000000,2857819759998710943074725996,204942000000000000000000,132663000000000000000000,294919000000000000000000,0
2025-03-18,11376295424017717740000,135456300000000000000000,2858375600710274473986639596,209846000000000000000000,137567000000000000000000,294919000000000000000000,0
2025-03-19,11376845891781011890000,135456300000000000000000,2858909779439787306618036796,214558000000000000000000,142279000000000000000000,294919000000000000000000,0
2025-03-20,11376908512585558940000,135456300000000000000000,2858970734353292344294354796,215094000000000000000000,142815000000000000000000,294919000000000000000000,0
2025-03-21,11376822274099218070000,135459300000000000000000,2858955316311307531305992646,215257000000000000000000,142981000000000000000000,294919000000000000000000,0
2025-03-22,11377121968289945430000,135456300000000000000000,2859178349583491893110058896,216921000000000000000000,144642000000000000000000,294919000000000000000000,0
2025-03-23,11374050861529538830000,135551300000000000000000,2858355840507898174098651096,219147000000000000000000,146963000000000000000000,294919000000000000000000,0
2025-03-24,11377571906964372870000,135456300000000000000000,2859615784686504119200458846,220772000000000000000000,148493000000000000000000,294919000000000000000000,0
2025-03-25,11377622970414953920000,135456300000000000000000,2859665488053690840852751246,221209000000000000000000,148930000000000000000000,294919000000000000000000,0
2025-03-26,11377199816050309060000,135477300000000000000000,2859732839377041007671620996,223896000000000000000000,151638000000000000000000,294919000000000000000000,0
2025-03-27,11378974819231275130000,135456300000000000000000,2860974473466670908525215246,232776000000000000000000,160497000000000000000000,294919000000000000000000,0
2025-03-28,11378980079215107030000,135456300000000000000000,2860979593828465656338765996,232821000000000000000000,160542000000000000000000,294919000000000000000000,0
2025-04-01,11379184172601767400000,135456300000000000000000,2861178007864879510365910196,234567000000000000000000,162288000000000000000000,294919000000000000000000,0
2025-04-02,11379202291265572680000,135456300000000000000000,2861195643503406317067837696,234722000000000000000000,162443000000000000000000,294919000000000000000000,0
2025-04-03,11379332046895359760000,135456300000000000000000,2861321845864173085648865196,235832000000000000000000,163553000000000000000000,294919000000000000000000,0
2025-04-04,11379455610718035670000,135456300000000000000000,2861442028530176376790558646,236889000000000000000000,164610000000000000000000,294919000000000000000000,0
2025-04-05,11379503891535642900000,135456300000000000000000,2861489010821028760586263596,237302000000000000000000,165023000000000000000000,294919000000000000000000,0
2025-04-06,11379918922531779630000,135456300000000000000000,2861891910099197154436538596,240852000000000000000000,168573000000000000000000,294919000000000000000000,0
2025-04-07,11380063081524505560000,135456300000000000000000,2862032092817360105494716196,242085000000000000000000,169806000000000000000000,294919000000000000000000,0
2025-04-08,11380326743537144570000,135456300000000000000000,2862288276051529311334401946,244340000000000000000000,172061000000000000000000,294919000000000000000000,0
2025-04-09,11380484246777738810000,135456300000000000000000,2862441411999681532870595896,245687000000000000000000,173408000000000000000000,294919000000000000000000,0
2025-04-10,11380546454462742870000,135456300000000000000000,2862501931528452301926777096,246219000000000000000000,173940000000000000000000,294919000000000000000000,0
2025-04-11,11380742672571982860000,135456300000000000000000,2862692653944532635614887496,247897000000000000000000,175618000000000000000000,294919000000000000000000,0
2025-04-12,11380957260226574800000,135456300000000000000000,2862901200100125495442563246,249732000000000000000000,177453000000000000000000,294919000000000000000000,0
2025-04-13,11380966381866513120000,135456300000000000000000,2862910076715067965408060546,249810000000000000000000,177531000000000000000000,294919000000000000000000,0
2025-04-14,11381054909741705650000,135456300000000000000000,2862996180798806199750494046,250567000000000000000000,178288000000000000000000,294919000000000000000000,0
2025-04-15,11381104261587897690000,135456300000000000000000,2863044193325566378377119446,250989000000000000000000,178710000000000000000000,294919000000000000000000,0
2025-04-16,11381199107745104080000,135456300000000000000000,2863136436905831720497307496,251800000000000000000000,179521000000000000000000,294919000000000000000000,0
2025-04-17,11381275828253018500000,135456300000000000000000,2863211060118817310128752296,252456000000000000000000,180177000000000000000000,294919000000000000000000,0
2025-04-18,11381500735793169290000,135456300000000000000000,2863429603186477878997828646,254379000000000000000000,182100000000000000000000,294919000000000000000000,0
2025-04-19,11381571964644580710000,135456300000000000000000,2863498884232010562696331946,254988000000000000000000,182709000000000000000000,294919000000000000000000,0
2025-04-20,11381580268896720120000,135456300000000000000000,2863506964707402918080893496,255059000000000000000000,182780000000000000000000,294919000000000000000000,0
2025-04-21,11381614304826189920000,135456300000000000000000,2863540077714897385157770496,255350000000000000000000,183071000000000000000000,294919000000000000000000,0
2025-04-22,11381636995594190530000,135456300000000000000000,2863562154759312903075200496,255544000000000000000000,183265000000000000000000,294919000000000000000000,0
2025-04-23,11381706238358491880000,135456300000000000000000,2863629503528581718142663696,256136000000000000000000,183857000000000000000000,294919000000000000000000,0
2025-04-24,11381734660948363660000,135456300000000000000000,2863657155918748340543770896,256379000000000000000000,184100000000000000000000,294919000000000000000000,0
2025-05-02,11381773610746474610000,135456300000000000000000,2863695047418988211039135496,256712000000000000000000,184433000000000000000000,294919000000000000000000,0
2025-05-03,11381854438447867660000,135459300000000000000000,2863842163576930415724660096,258305000000000000000000,186029000000000000000000,294919000000000000000000,0
2025-05-04,11384442378117749660000,135456300000000000000000,2866256805606469917778104396,279520000000000000000000,207241000000000000000000,294919000000000000000000,0
2025-05-05,11385182860387054990000,135456300000000000000000,2866973637983544639264435596,285846000000000000000000,213567000000000000000000,294919000000000000000000,0
2025-05-06,11385820087640101860000,135456300000000000000000,2867590838923851467381120046,291289000000000000000000,219010000000000000000000,294919000000000000000000,0
2025-05-07,11385990326159369800000,135456300000000000000000,2867756205474321001173215446,292743000000000000000000,220464000000000000000000,294919000000000000000000,0
2025-05-08,11386066666293106000000,135456300000000000000000,2867830405057901261937073446,293395000000000000000000,221116000000000000000000,294919000000000000000000,0
2025-05-09,11386341714289277350000,135456300000000000000000,2868097388496814400990066496,295744000000000000000000,223465000000000000000000,294919000000000000000000,0
2025-05-10,11386350379304867160000,135456300000000000000000,2868105813910003031954428096,295818000000000000000000,223539000000000000000000,294919000000000000000000,0
2025-05-11,11386358810148024770000,135456300000000000000000,2868114011628166062852520096,295890000000000000000000,223611000000000000000000,294919000000000000000000,0
2025-05-12,11386475204636027130000,135456300000000000000000,2868227106071848942037018796,296884000000000000000000,224605000000000000000000,294919000000000000000000,0
2025-05-13,11386484221224108800000,135456300000000000000000,2868235873138377731301714796,296961000000000000000000,224682000000000000000000,294919000000000000000000,0
2025-05-14,11386500615073073790000,135456300000000000000000,2868251812500128067844813796,297101000000000000000000,224822000000000000000000,294919000000000000000000,0
2025-05-15,11386591836456823380000,135456300000000000000000,2868340460455555633766045396,297880000000000000000000,225601000000000000000000,294919000000000000000000,0
2025-05-16,11386824759343716020000,135456300000000000000000,2868566598040650695721033446,299869000000000000000000,227590000000000000000000,294919000000000000000000,0
2025-05-17,11386860594628123820000,135456300000000000000000,2868601433534632495552910546,300175000000000000000000,227896000000000000000000,294919000000000000000000,0
2025-05-18,11387110748700998650000,135456300000000000000000,2868844263151095764007612146,302311000000000000000000,230032000000000000000000,294919000000000000000000,0
2025-05-19,11387104665205852490000,135457300000000000000000,2868861281385762833597456296,302560000000000000000000,230282000000000000000000,294919000000000000000000,0
2025-05-22,11388005980008091240000,135456300000000000000000,2869710032795791481636090646,309954000000000000000000,237675000000000000000000,294919000000000000000000,0
2025-05-23,11388006565714283580000,135456300000000000000000,2869710602193897913473897146,309959000000000000000000,237680000000000000000000,294919000000000000000000,0
2025-05-24,11388014648469448450000,135456300000000000000000,2869718459501073575645928296,310028000000000000000000,237749000000000000000000,294919000000000000000000,0
2025-05-25,11388041942537738030000,135456300000000000000000,2869744988821933911552724696,310261000000000000000000,237982000000000000000000,294919000000000000000000,0
