period,token_standard,token_id,total_sell,total_buy,total_volume,total_supply,turnover_rate,turnover_rate_percent,adjusted_turnover_rate,adjusted_turnover_rate_percent
2024-12-29,erc1155,11,752,752,1504,692451,0.00217199,0.2172,-0.99782801,-99.7828
2024-12-29,erc1155,12,2241,2241,4482,444140,0.01009141,1.0091,-0.98990859,-98.9909
2024-12-29,erc1155,13,3010,3010,6020,648943,0.00927662,0.9277,-0.99072338,-99.0723
2024-12-29,erc1155,14,592,592,1184,31500,0.03758730,3.7587,-0.96241270,-96.2413
2024-12-29,erc1155,16,3227,3227,6454,626260,0.01030562,1.0306,-0.98969438,-98.9694
2024-12-29,erc1155,17,1280,7600,8880,522584,0.01699248,1.6992,-0.98300752,-98.3008
2024-12-29,erc1155,18,1880,7072,8952,706912,0.01266353,1.2664,-0.98733647,-98.7336
2024-12-29,erc1155,19,1141,1141,2282,445200,0.00512579,0.5126,-0.99487421,-99.4874
2024-12-29,erc1155,20,3127,12528,15655,619080,0.02528752,2.5288,-0.97471248,-97.4712
2024-12-29,erc1155,22,10768,10479,21247,641539,0.03311880,3.3119,-0.96688120,-96.6881
2024-12-29,erc1155,23,3758,3758,7516,741286,0.01013914,1.0139,-0.98986086,-98.9861
2024-12-29,erc1155,25,5637,27437,33074,1213275,0.02726010,2.7260,-0.97273990,-97.2740
2024-12-29,erc1155,3,37,37,74,165356,0.00044752,0.0448,-0.99955248,-99.9552
2024-12-29,erc1155,4,395,395,790,238409,0.00331363,0.3314,-0.99668637,-99.6686
2024-12-29,erc1155,5,119,121,240,38010,0.00631413,0.6314,-0.99368587,-99.3686
2024-12-29,erc1155,6,301,301,602,445200,0.00135220,0.1352,-0.99864780,-99.8648
2024-12-29,erc1155,7,55,55,110,33663,0.00326768,0.3268,-0.99673232,-99.6732
2024-12-29,erc1155,8,51,51,102,26775,0.00380952,0.3810,-0.99619048,-99.6190
2024-12-29,erc1155,9,341,341,682,308553,0.00221032,0.2210,-0.99778968,-99.7790
2024-12-30,erc1155,10,49,21,70,33075,0.00211640,0.2116,-0.99788360,-99.7884
2024-12-30,erc1155,11,3871,3871,7742,692451,0.01118057,1.1181,-0.98881943,-98.8819
2024-12-30,erc1155,12,544,544,1088,444140,0.00244968,0.2450,-0.99755032,-99.7550
2024-12-30,erc1155,13,2848,2838,5686,648943,0.00876194,0.8762,-0.99123806,-99.1238
2024-12-30,erc1155,14,40,37,77,31500,0.00244444,0.2444,-0.99755556,-99.7556
2024-12-30,erc1155,16,129,129,258,626260,0.00041197,0.0412,-0.99958803,-99.9588
2024-12-30,erc1155,17,217,315,532,522584,0.00101802,0.1018,-0.99898198,-99.8982
2024-12-30,erc1155,18,1013,9336,10349,706912,0.01463973,1.4640,-0.98536027,-98.5360
2024-12-30,erc1155,19,41,41,82,445200,0.00018419,0.0184,-0.99981581,-99.9816
2024-12-30,erc1155,20,1818,1989,3807,619080,0.00614945,0.6149,-0.99385055,-99.3851
2024-12-30,erc1155,22,550,839,1389,641539,0.00216511,0.2165,-0.99783489,-99.7835
2024-12-30,erc1155,23,1355,1355,2710,741286,0.00365581,0.3656,-0.99634419,-99.6344
2024-12-30,erc1155,25,4479,18420,22899,1213275,0.01887371,1.8874,-0.98112629,-98.1126
2024-12-30,erc1155,3,122,122,244,165356,0.00147560,0.1476,-0.99852440,-99.8524
2024-12-30,erc1155,4,111,111,222,238409,0.00093117,0.0931,-0.99906883,-99.9069
