block_date,token_standard,token_id,sell_volume,buy_volume,gross_volume,net_buy_pressure,total_supply,gross_daily_turnover_rate,data_source,primary_secondary_treatment,sample_window
2025-10-17,erc1155,31,121,14535,14656,14414,29400,0.49850340,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2025-10-17
2025-10-18,erc1155,31,255,11292,11547,11037,29400,0.39275510,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2025-10-17
2025-10-19,erc1155,31,84,2712,2796,2628,29400,0.09510204,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2025-10-17
2025-10-20,erc1155,31,264,1585,1849,1321,29400,0.06289116,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2025-10-17
2025-10-21,erc1155,31,121,121,242,0,29400,0.00823129,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2025-10-17
2025-10-22,erc1155,31,40,40,80,0,29400,0.00272109,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2025-10-17
2025-10-23,erc1155,31,51,51,102,0,29400,0.00346939,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2025-10-17
2025-10-24,erc1155,31,687,159,846,-528,29400,0.02877551,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2025-10-17
2025-10-25,erc1155,31,63,591,654,528,29400,0.02224490,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2025-10-17
2025-10-27,erc1155,31,22,22,44,0,29400,0.00149660,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2025-10-17
2025-10-28,erc1155,31,195,195,390,0,29400,0.01326531,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2025-10-17
2025-10-29,erc1155,31,2,2,4,0,29400,0.00013605,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2025-10-17
2025-10-31,erc1155,31,72,72,144,0,29400,0.00489796,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2025-10-17
2025-11-01,erc1155,31,137,137,274,0,29400,0.00931973,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2025-10-17
2025-11-02,erc1155,31,2,2,4,0,29400,0.00013605,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2025-10-17
2025-11-03,erc1155,31,25,25,50,0,29400,0.00170068,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2025-10-17
2025-11-05,erc1155,31,11,11,22,0,29400,0.00074830,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2025-10-17
2025-11-06,erc1155,31,29,29,58,0,29400,0.00197279,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2025-10-17
2025-11-07,erc1155,31,650,650,1300,0,29400,0.04421769,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2025-10-17
2025-11-08,erc1155,31,146,146,292,0,29400,0.00993197,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2025-10-17
2025-11-09,erc1155,31,68,0,68,-68,29400,0.00231293,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2025-10-17
2025-11-10,erc1155,31,2167,2235,4402,68,29400,0.14972789,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2025-10-17
2025-11-11,erc1155,31,3,3,6,0,29400,0.00020408,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2025-10-17
2025-11-12,erc1155,31,14,14,28,0,29400,0.00095238,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2025-10-17
2025-11-13,erc1155,31,7,7,14,0,29400,0.00047619,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2025-10-17
2025-11-14,erc1155,31,1052,1052,2104,0,29400,0.07156463,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2025-10-17
2025-11-15,erc1155,31,37,37,74,0,29400,0.00251701,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2025-10-17
2025-11-16,erc1155,31,28,28,56,0,29400,0.00190476,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2025-10-17
2025-11-17,erc1155,31,101,101,202,0,29400,0.00687075,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2025-10-17
2025-11-18,erc1155,31,1,1,2,0,29400,0.00006803,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2025-10-17
2025-11-19,erc1155,31,14,14,28,0,29400,0.00095238,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2025-10-17
2025-11-20,erc1155,31,7,7,14,0,29400,0.00047619,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2025-10-17
2025-11-21,erc1155,31,208,208,416,0,29400,0.01414966,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2025-10-17
2025-11-22,erc1155,31,19,19,38,0,29400,0.00129252,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2025-10-17
2025-11-23,erc1155,31,102,102,204,0,29400,0.00693878,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2025-10-17
2025-11-24,erc1155,31,152,12,164,-140,29400,0.00557823,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2025-10-17
2025-11-25,erc1155,31,7,147,154,140,29400,0.00523810,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2025-10-17
2025-11-26,erc1155,31,10,10,20,0,29400,0.00068027,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2025-10-17
2025-11-27,erc1155,31,2,2,4,0,29400,0.00013605,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2025-10-17
2025-11-28,erc1155,31,25,25,50,0,29400,0.00170068,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2025-10-17
2025-11-29,erc1155,31,27,27,54,0,29400,0.00183673,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2025-10-17
2025-11-30,erc1155,31,12,12,24,0,29400,0.00081633,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2025-10-17
2025-12-01,erc1155,31,5,5,10,0,29400,0.00034014,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2025-10-17
2025-12-04,erc1155,31,1,1,2,0,29400,0.00006803,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2025-10-17
2025-12-05,erc1155,31,160,160,320,0,29400,0.01088435,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2025-10-17
2025-12-06,erc1155,31,50,50,100,0,29400,0.00340136,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2025-10-17
2025-12-08,erc1155,31,458,458,916,0,29400,0.03115646,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2025-10-17
2025-12-09,erc1155,31,5,5,10,0,29400,0.00034014,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2025-10-17
2025-12-10,erc1155,31,106,106,212,0,29400,0.00721088,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2025-10-17
2025-12-11,erc1155,31,1,1,2,0,29400,0.00006803,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2025-10-17
2025-12-12,erc1155,31,531,531,1062,0,29400,0.03612245,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2025-10-17
2025-12-13,erc1155,31,100,100,200,0,29400,0.00680272,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2025-10-17
2025-12-14,erc1155,31,195,195,390,0,29400,0.01326531,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2025-10-17
2025-12-15,erc1155,31,106,106,212,0,29400,0.00721088,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2025-10-17
2025-12-16,erc1155,31,2,2,4,0,29400,0.00013605,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2025-10-17
2025-12-17,erc1155,31,14,14,28,0,29400,0.00095238,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2025-10-17
2025-12-18,erc1155,31,15,15,30,0,29400,0.00102041,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2025-10-17
2025-12-19,erc1155,31,10,10,20,0,29400,0.00068027,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2025-10-17
2025-12-20,erc1155,31,14,14,28,0,29400,0.00095238,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2025-10-17
2025-12-21,erc1155,31,242,242,484,0,29400,0.01646259,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2025-10-17
2025-12-22,erc1155,31,7,7,14,0,29400,0.00047619,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2025-10-17
2025-12-23,erc1155,31,5,5,10,0,29400,0.00034014,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2025-10-17
