period,token_standard,token_id,total_sell,total_buy,total_volume,total_supply,turnover_rate,turnover_rate_percent,adjusted_turnover_rate,adjusted_turnover_rate_percent
2025-12,erc1155,12,73991,72182,146173,444140,0.32911469,32.9115,-0.67088531,-67.0885
2025-12,erc1155,13,121296,117389,238685,648943,0.36780580,36.7806,-0.63219420,-63.2194
2025-12,erc1155,14,852,852,1704,31500,0.05409524,5.4095,-0.94590476,-94.5905
2025-12,erc1155,16,101944,101944,203888,626260,0.32556446,32.5564,-0.67443554,-67.4436
2025-12,erc1155,17,131127,114735,245862,522584,0.47047365,47.0474,-0.52952635,-52.9526
2025-12,erc1155,18,264809,239211,504020,706912,0.71298832,71.2988,-0.28701168,-28.7012
2025-12,erc1155,19,44718,44718,89436,445200,0.20088949,20.0889,-0.79911051,-79.9111
2025-12,erc1155,20,151182,140532,291714,619080,0.47120566,47.1206,-0.52879434,-52.8794
2025-12,erc1155,22,84290,84290,168580,641539,0.26277436,26.2774,-0.73722564,-73.7226
2025-12,erc1155,23,78971,77861,156832,741286,0.21156747,21.1567,-0.78843253,-78.8433
2025-12,erc1155,24,1639,1639,3278,32550,0.10070661,10.0707,-0.89929339,-89.9293
2025-12,erc1155,25,205018,205018,410036,1213275,0.33795801,33.7958,-0.66204199,-66.2042
2025-12,erc1155,27,311468,310939,622407,1435061,0.43371466,43.3715,-0.56628534,-56.6285
2025-12,erc1155,28,714,714,1428,29400,0.04857143,4.8571,-0.95142857,-95.1429
2025-12,erc1155,29,89609,89609,179218,1432200,0.12513476,12.5135,-0.87486524,-87.4865
2025-12,erc1155,3,43669,38226,81895,165356,0.49526476,49.5265,-0.50473524,-50.4735
2025-12,erc1155,30,4742,4742,9484,30975,0.30618241,30.6182,-0.69381759,-69.3818
2025-12,erc1155,31,3487,3487,6974,29400,0.23721088,23.7211,-0.76278912,-76.2789
2025-12,erc1155,32,19569,25692,45261,1474515,0.03069552,3.0696,-0.96930448,-96.9304
2025-12,erc1155,4,50021,50006,100027,238409,0.41956050,41.9561,-0.58043950,-58.0439
2025-12,erc1155,5,1147,1147,2294,38010,0.06035254,6.0353,-0.93964746,-93.9647
2025-12,erc1155,6,82091,82091,164182,445200,0.36878257,36.8783,-0.63121743,-63.1217
2025-12,erc1155,7,1176,1176,2352,33663,0.06986900,6.9869,-0.93013100,-93.0131
2025-12,erc1155,8,1145,1145,2290,26775,0.08552754,8.5528,-0.91447246,-91.4472
2025-12,erc1155,9,76900,78400,155300,308553,0.50331710,50.3317,-0.49668290,-49.6683
2026-01,erc1155,10,1828,1828,3656,33075,0.11053666,11.0537,-0.88946334,-88.9463
2026-01,erc1155,11,43425,43425,86850,692451,0.12542404,12.5424,-0.87457596,-87.4576
2026-01,erc1155,12,57614,56326,113940,444140,0.25654073,25.6541,-0.74345927,-74.3459
2026-01,erc1155,13,79369,73300,152669,648943,0.23525795,23.5258,-0.76474205,-76.4742
2026-01,erc1155,14,1319,1319,2638,31500,0.08374603,8.3746,-0.91625397,-91.6254
2026-01,erc1155,16,51430,51430,102860,626260,0.16424488,16.4245,-0.83575512,-83.5755
2026-01,erc1155,17,65035,54130,119165,522584,0.22803033,22.8030,-0.77196967,-77.1970
2026-01,erc1155,18,176209,182062,358271,706912,0.50681131,50.6811,-0.49318869,-49.3189
2026-01,erc1155,19,44319,43957,88276,445200,0.19828392,19.8284,-0.80171608,-80.1716
2026-01,erc1155,20,77311,81040,158351,619080,0.25578439,25.5784,-0.74421561,-74.4216
2026-01,erc1155,22,97470,86858,184328,641539,0.28732158,28.7322,-0.71267842,-71.2678
2026-01,erc1155,23,90607,88723,179330,741286,0.24191742,24.1917,-0.75808258,-75.8083
2026-01,erc1155,24,2103,2103,4206,32550,0.12921659,12.9217,-0.87078341,-87.0783
2026-01,erc1155,25,161510,146600,308110,1213275,0.25394902,25.3949,-0.74605098,-74.6051
2026-01,erc1155,27,306225,290555,596780,1435061,0.41585689,41.5857,-0.58414311,-58.4143
2026-01,erc1155,28,866,866,1732,29400,0.05891156,5.8912,-0.94108844,-94.1088
2026-01,erc1155,29,177021,158373,335394,1432200,0.23418098,23.4181,-0.76581902,-76.5819
2026-01,erc1155,3,15009,10097,25106,165356,0.15182999,15.1830,-0.84817001,-84.8170
2026-01,erc1155,30,1775,1775,3550,30975,0.11460856,11.4609,-0.88539144,-88.5391
2026-01,erc1155,31,1180,1180,2360,29400,0.08027211,8.0272,-0.91972789,-91.9728
2026-01,erc1155,32,31406,85920,117326,1474515,0.07956921,7.9569,-0.92043079,-92.0431
2026-01,erc1155,4,25501,21653,47154,238409,0.19778616,19.7786,-0.80221384,-80.2214
2026-01,erc1155,5,1388,1388,2776,38010,0.07303341,7.3033,-0.92696659,-92.6967
2026-01,erc1155,6,66503,56900,123403,445200,0.27718553,27.7186,-0.72281447,-72.2814
2026-01,erc1155,7,1728,1728,3456,33663,0.10266465,10.2665,-0.89733535,-89.7335
2026-01,erc1155,8,1579,1579,3158,26775,0.11794585,11.7946,-0.88205415,-88.2054
2026-01,erc1155,9,41987,31757,73744,308553,0.23899946,23.8999,-0.76100054,-76.1001
2026-02,erc1155,10,817,817,1634,33075,0.04940287,4.9403,-0.95059713,-95.0597
2026-02,erc1155,11,22624,22624,45248,692451,0.06534470,6.5345,-0.93465530,-93.4655
2026-02,erc1155,12,43077,41448,84525,444140,0.19031161,19.0312,-0.80968839,-80.9688
2026-02,erc1155,13,44778,45105,89883,648943,0.13850677,13.8507,-0.86149323,-86.1493
2026-02,erc1155,14,938,938,1876,31500,0.05955556,5.9556,-0.94044444,-94.0444
2026-02,erc1155,16,19991,19991,39982,626260,0.06384249,6.3842,-0.93615751,-93.6158
2026-02,erc1155,17,78907,68936,147843,522584,0.28290763,28.2908,-0.71709237,-71.7092
2026-02,erc1155,18,109789,92020,201809,706912,0.28547966,28.5480,-0.71452034,-71.4520
2026-02,erc1155,19,45212,45574,90786,445200,0.20392183,20.3922,-0.79607817,-79.6078
2026-02,erc1155,20,91389,84188,175577,619080,0.28360955,28.3610,-0.71639045,-71.6390
2026-02,erc1155,22,71258,73476,144734,641539,0.22560437,22.5604,-0.77439563,-77.4396
2026-02,erc1155,23,67537,70531,138068,741286,0.18625470,18.6255,-0.81374530,-81.3745
2026-02,erc1155,24,1220,1220,2440,32550,0.07496160,7.4962,-0.92503840,-92.5038
2026-02,erc1155,25,159841,172267,332108,1213275,0.27372854,27.3729,-0.72627146,-72.6271
2026-02,erc1155,27,224676,240895,465571,1435061,0.32442593,32.4426,-0.67557407,-67.5574
2026-02,erc1155,28,292,292,584,29400,0.01986395,1.9864,-0.98013605,-98.0136
2026-02,erc1155,29,153572,169521,323093,1432200,0.22559210,22.5592,-0.77440790,-77.4408
2026-02,erc1155,3,23753,32302,56055,165356,0.33899586,33.8996,-0.66100414,-66.1004
2026-02,erc1155,30,958,958,1916,30975,0.06185634,6.1856,-0.93814366,-93.8144
2026-02,erc1155,31,795,795,1590,29400,0.05408163,5.4082,-0.94591837,-94.5918
2026-02,erc1155,32,28765,270715,299480,1474515,0.20310407,20.3104,-0.79689593,-79.6896
2026-02,erc1155,4,18366,22229,40595,238409,0.17027461,17.0275,-0.82972539,-82.9725
2026-02,erc1155,5,848,848,1696,38010,0.04461984,4.4620,-0.95538016,-95.5380
2026-02,erc1155,6,31375,38773,70148,445200,0.15756514,15.7565,-0.84243486,-84.2435
2026-02,erc1155,7,861,861,1722,33663,0.05115409,5.1154,-0.94884591,-94.8846
2026-02,erc1155,8,800,800,1600,26775,0.05975724,5.9757,-0.94024276,-94.0243
2026-02,erc1155,9,31182,31865,63047,308553,0.20433118,20.4331,-0.79566882,-79.5669
2026-03,erc1155,10,1590,1590,3180,33075,0.09614512,9.6145,-0.90385488,-90.3855
2026-03,erc1155,11,19820,19774,39594,692451,0.05717950,5.7179,-0.94282050,-94.2821
2026-03,erc1155,12,37865,42028,79893,444140,0.17988247,17.9882,-0.82011753,-82.0118
2026-03,erc1155,13,69590,75078,144668,648943,0.22292867,22.2929,-0.77707133,-77.7071
2026-03,erc1155,14,660,660,1320,31500,0.04190476,4.1905,-0.95809524,-95.8095
2026-03,erc1155,16,37575,37575,75150,626260,0.11999808,11.9998,-0.88000192,-88.0002
2026-03,erc1155,17,89351,70910,160261,522584,0.30667032,30.6670,-0.69332968,-69.3330
2026-03,erc1155,18,111597,92952,204549,706912,0.28935568,28.9356,-0.71064432,-71.0644
2026-03,erc1155,19,33800,30718,64518,445200,0.14491914,14.4919,-0.85508086,-85.5081
2026-03,erc1155,20,107873,94832,202705,619080,0.32742941,32.7429,-0.67257059,-67.2571
2026-03,erc1155,22,87643,83863,171506,641539,0.26733527,26.7335,-0.73266473,-73.2665
2026-03,erc1155,23,87772,87762,175534,741286,0.23679659,23.6797,-0.76320341,-76.3203
2026-03,erc1155,24,630,630,1260,32550,0.03870968,3.8710,-0.96129032,-96.1290
2026-03,erc1155,25,173255,167943,341198,1213275,0.28122066,28.1221,-0.71877934,-71.8779
2026-03,erc1155,27,198087,189037,387124,1435061,0.26976136,26.9761,-0.73023864,-73.0239
2026-03,erc1155,28,249,249,498,29400,0.01693878,1.6939,-0.98306122,-98.3061
2026-03,erc1155,29,242059,219817,461876,1432200,0.32249407,32.2494,-0.67750593,-67.7506
2026-03,erc1155,3,16547,18343,34890,165356,0.21099930,21.0999,-0.78900070,-78.9001
2026-03,erc1155,30,559,559,1118,30975,0.03609362,3.6094,-0.96390638,-96.3906
2026-03,erc1155,31,160,160,320,29400,0.01088435,1.0884,-0.98911565,-98.9116
2026-03,erc1155,32,221014,461251,682265,1474515,0.46270469,46.2705,-0.53729531,-53.7295
2026-03,erc1155,4,13951,12883,26834,238409,0.11255448,11.2554,-0.88744552,-88.7446
2026-03,erc1155,5,731,731,1462,38010,0.03846356,3.8464,-0.96153644,-96.1536
2026-03,erc1155,6,12982,15176,28158,445200,0.06324798,6.3248,-0.93675202,-93.6752
2026-03,erc1155,7,591,591,1182,33663,0.03511274,3.5113,-0.96488726,-96.4887
2026-03,erc1155,8,700,700,1400,26775,0.05228758,5.2288,-0.94771242,-94.7712
2026-03,erc1155,9,36743,38588,75331,308553,0.24414282,24.4143,-0.75585718,-75.5857
2026-04,erc1155,10,969,969,1938,33075,0.05859410,5.8594,-0.94140590,-94.1406
2026-04,erc1155,11,10210,10256,20466,692451,0.02955588,2.9556,-0.97044412,-97.0444
2026-04,erc1155,12,24107,24670,48777,444140,0.10982348,10.9823,-0.89017652,-89.0177
2026-04,erc1155,13,36181,40342,76523,648943,0.11791945,11.7919,-0.88208055,-88.2081
2026-04,erc1155,14,410,410,820,31500,0.02603175,2.6032,-0.97396825,-97.3968
2026-04,erc1155,16,13466,13466,26932,626260,0.04300450,4.3005,-0.95699550,-95.6995
2026-04,erc1155,17,49714,100951,150665,522584,0.28830772,28.8308,-0.71169228,-71.1692
2026-04,erc1155,18,81309,125171,206480,706912,0.29208728,29.2087,-0.70791272,-70.7913
2026-04,erc1155,19,17884,20966,38850,445200,0.08726415,8.7264,-0.91273585,-91.2736
2026-04,erc1155,20,67762,92930,160692,619080,0.25956581,25.9566,-0.74043419,-74.0434
2026-04,erc1155,22,89439,101606,191045,641539,0.29779172,29.7792,-0.70220828,-70.2208
2026-04,erc1155,23,74598,74608,149206,741286,0.20127994,20.1280,-0.79872006,-79.8720
2026-04,erc1155,24,416,416,832,32550,0.02556068,2.5561,-0.97443932,-97.4439
2026-04,erc1155,25,74969,82765,157734,1213275,0.13000680,13.0007,-0.86999320,-86.9993
2026-04,erc1155,27,172912,181962,354874,1435061,0.24728844,24.7288,-0.75271156,-75.2712
2026-04,erc1155,28,566,566,1132,29400,0.03850340,3.8503,-0.96149660,-96.1497
2026-04,erc1155,29,161401,186282,347683,1432200,0.24276149,24.2761,-0.75723851,-75.7239
2026-04,erc1155,3,9186,9196,18382,165356,0.11116621,11.1166,-0.88883379,-88.8834
2026-04,erc1155,30,746,746,1492,30975,0.04816788,4.8168,-0.95183212,-95.1832
2026-04,erc1155,31,740,740,1480,29400,0.05034014,5.0340,-0.94965986,-94.9660
2026-04,erc1155,32,160198,472532,632730,1474515,0.42911059,42.9111,-0.57088941,-57.0889
2026-04,erc1155,4,10821,11889,22710,238409,0.09525647,9.5256,-0.90474353,-90.4744
2026-04,erc1155,5,604,604,1208,38010,0.03178111,3.1781,-0.96821889,-96.8219
2026-04,erc1155,6,14043,14054,28097,445200,0.06311096,6.3111,-0.93688904,-93.6889
2026-04,erc1155,7,436,436,872,33663,0.02590381,2.5904,-0.97409619,-97.4096
2026-04,erc1155,8,621,621,1242,26775,0.04638655,4.6387,-0.95361345,-95.3613
2026-04,erc1155,9,25603,33867,59470,308553,0.19273836,19.2738,-0.80726164,-80.7262
2026-05,erc1155,10,935,935,1870,33075,0.05653817,5.6538,-0.94346183,-94.3462
2026-05,erc1155,11,10938,10938,21876,692451,0.03159213,3.1592,-0.96840787,-96.8408
2026-05,erc1155,12,24969,21230,46199,444140,0.10401900,10.4019,-0.89598100,-89.5981
2026-05,erc1155,13,59214,59214,118428,648943,0.18249369,18.2494,-0.81750631,-81.7506
2026-05,erc1155,14,307,307,614,31500,0.01949206,1.9492,-0.98050794,-98.0508
2026-05,erc1155,16,42760,42760,85520,626260,0.13655670,13.6557,-0.86344330,-86.3443
2026-05,erc1155,17,71943,74690,146633,522584,0.28059221,28.0592,-0.71940779,-71.9408
2026-05,erc1155,18,104221,100763,204984,706912,0.28997103,28.9971,-0.71002897,-71.0029
2026-05,erc1155,19,20146,20146,40292,445200,0.09050314,9.0503,-0.90949686,-90.9497
2026-05,erc1155,20,90046,77262,167308,619080,0.27025263,27.0253,-0.72974737,-72.9747
2026-05,erc1155,22,68848,67749,136597,641539,0.21292080,21.2921,-0.78707920,-78.7079
2026-05,erc1155,23,58651,56385,115036,741286,0.15518437,15.5184,-0.84481563,-84.4816
2026-05,erc1155,24,755,755,1510,32550,0.04639017,4.6390,-0.95360983,-95.3610
2026-05,erc1155,25,162469,158373,320842,1213275,0.26444293,26.4443,-0.73555707,-73.5557
2026-05,erc1155,27,133190,133190,266380,1435061,0.18562277,18.5623,-0.81437723,-81.4377
2026-05,erc1155,28,808,808,1616,29400,0.05496599,5.4966,-0.94503401,-94.5034
2026-05,erc1155,29,97163,97223,194386,1432200,0.13572546,13.5725,-0.86427454,-86.4275
2026-05,erc1155,3,12515,12515,25030,165356,0.15137038,15.1370,-0.84862962,-84.8630
2026-05,erc1155,30,2006,2006,4012,30975,0.12952381,12.9524,-0.87047619,-87.0476
2026-05,erc1155,31,801,801,1602,29400,0.05448980,5.4490,-0.94551020,-94.5510
2026-05,erc1155,32,212734,393627,606361,1474515,0.41122742,41.1227,-0.58877258,-58.8773
2026-05,erc1155,4,11322,11322,22644,238409,0.09497964,9.4980,-0.90502036,-90.5020
2026-05,erc1155,5,602,602,1204,38010,0.03167587,3.1676,-0.96832413,-96.8324
2026-05,erc1155,6,16086,16058,32144,445200,0.07220126,7.2201,-0.92779874,-92.7799
2026-05,erc1155,7,527,527,1054,33663,0.03131034,3.1310,-0.96868966,-96.8690
2026-05,erc1155,8,530,530,1060,26775,0.03958917,3.9589,-0.96041083,-96.0411
2026-05,erc1155,9,34734,24224,58958,308553,0.19107900,19.1079,-0.80892100,-80.8921
2026-06,erc1155,10,1639,1639,3278,33075,0.09910809,9.9108,-0.90089191,-90.0892
2026-06,erc1155,11,7266,7266,14532,692451,0.02098632,2.0986,-0.97901368,-97.9014
2026-06,erc1155,12,15358,19097,34455,444140,0.07757689,7.7577,-0.92242311,-92.2423
2026-06,erc1155,13,22113,22113,44226,648943,0.06815082,6.8151,-0.93184918,-93.1849
2026-06,erc1155,14,670,670,1340,31500,0.04253968,4.2540,-0.95746032,-95.7460
2026-06,erc1155,16,21157,21157,42314,626260,0.06756619,6.7566,-0.93243381,-93.2434
2026-06,erc1155,17,83029,30626,113655,522584,0.21748657,21.7487,-0.78251343,-78.2513
2026-06,erc1155,18,51442,31448,82890,706912,0.11725646,11.7256,-0.88274354,-88.2744
2026-06,erc1155,19,8959,8959,17918,445200,0.04024708,4.0247,-0.95975292,-95.9753
2026-06,erc1155,20,38430,34139,72569,619080,0.11722071,11.7221,-0.88277929,-88.2779
2026-06,erc1155,22,53223,54329,107552,641539,0.16764686,16.7647,-0.83235314,-83.2353
2026-06,erc1155,23,41486,35959,77445,741286,0.10447385,10.4474,-0.89552615,-89.5526
2026-06,erc1155,24,6646,6646,13292,32550,0.40835637,40.8356,-0.59164363,-59.1644
2026-06,erc1155,25,103447,107543,210990,1213275,0.17390122,17.3901,-0.82609878,-82.6099
2026-06,erc1155,27,136116,124989,261105,1435061,0.18194697,18.1947,-0.81805303,-81.8053
2026-06,erc1155,28,3691,3691,7382,29400,0.25108844,25.1088,-0.74891156,-74.8912
2026-06,erc1155,29,46294,46294,92588,1432200,0.06464740,6.4647,-0.93535260,-93.5353
2026-06,erc1155,3,4203,4193,8396,165356,0.05077530,5.0775,-0.94922470,-94.9225
2026-06,erc1155,30,777,777,1554,30975,0.05016949,5.0169,-0.94983051,-94.9831
2026-06,erc1155,31,317,317,634,29400,0.02156463,2.1565,-0.97843537,-97.8435
2026-06,erc1155,32,162082,158491,320573,1474515,0.21740911,21.7409,-0.78259089,-78.2591
2026-06,erc1155,4,6364,6364,12728,238409,0.05338725,5.3387,-0.94661275,-94.6613
2026-06,erc1155,5,1178,1178,2356,38010,0.06198369,6.1984,-0.93801631,-93.8016
2026-06,erc1155,6,12245,12273,24518,445200,0.05507188,5.5072,-0.94492812,-94.4928
2026-06,erc1155,7,1428,1428,2856,33663,0.08484092,8.4841,-0.91515908,-91.5159
2026-06,erc1155,8,503,493,996,26775,0.03719888,3.7199,-0.96280112,-96.2801
2026-06,erc1155,9,18360,20035,38395,308553,0.12443567,12.4436,-0.87556433,-87.5564
