block_date,mid_price_quote_per_token,base_reserve,quote_reserve,executed_buy_base,executed_sell_base,rejected_buy_base,rejected_sell_base
2024-12-23,13337345786007763330000,4862900000000000000000,159335982203898797441801492,5237000000000000000000,1000000000000000000,0,0
2024-12-24,50152869126883842130000,1584900000000000000000,233285836832220467565981392,8515000000000000000000,1000000000000000000,0,0
2024-12-25,65945657442345852050000,1347900000000000000000,247004035527500129918866142,8820000000000000000000,69000000000000000000,0,0
2024-12-26,65886792301297853470000,1348900000000000000000,247039043066841185638475442,8980000000000000000000,230000000000000000000,0,0
2024-12-27,65815441377844426790000,1349900000000000000000,247025532338762562050212292,9061000000000000000000,312000000000000000000,0,0
2024-12-28,66004018030863777890000,1347900000000000000000,247235533072315337178928892,9185000000000000000000,434000000000000000000,0,0
2024-12-29,66012822328265553930000,1347900000000000000000,247271223907206156257869642,9240000000000000000000,489000000000000000000,0,0
2024-12-30,63244835918981948700000,1381900000000000000000,245098035949474687498654042,9260000000000000000000,543000000000000000000,0,0
2024-12-31,66030832201969364650000,1347900000000000000000,247343590941155678530860842,9353000000000000000000,602000000000000000000,0,0
2025-01-01,66038038982879010100000,1347900000000000000000,247372892400467746620929342,9398000000000000000000,647000000000000000000,0,0
2025-01-02,66048290641323581140000,1347900000000000000000,247414333727096251325572542,9462000000000000000000,711000000000000000000,0,0
2025-01-03,66051013804283789800000,1347900000000000000000,247425501846109400597734392,9479000000000000000000,728000000000000000000,0,0
2025-01-04,66055018764352098200000,1347900000000000000000,247441885401236993057123142,9504000000000000000000,753000000000000000000,0,0
2025-01-05,66059504692516573600000,1347900000000000000000,247460219083948271813981542,9532000000000000000000,781000000000000000000,0,0
2025-01-06,65639002243336648320000,1352900000000000000000,247134589454138812953290792,9535000000000000000000,789000000000000000000,0,0
2025-01-07,54003655100415090530000,1517900000000000000000,237411919346599398816495992,9616000000000000000000,1035000000000000000000,0,0
2025-01-08,66112810881508920260000,1347900000000000000000,247665432462651176955251092,9874000000000000000000,1123000000000000000000,0,0
2025-01-09,66123557786150927700000,1347900000000000000000,247708826803955438230693892,9941000000000000000000,1190000000000000000000,0,0
2025-01-10,66130776717173660230000,1347900000000000000000,247738169319240665827872392,9986000000000000000000,1235000000000000000000,0,0
2025-01-11,66138798941064081330000,1347900000000000000000,247770726494640347752109892,10036000000000000000000,1285000000000000000000,0,0
2025-01-12,66147464323948113750000,1347900000000000000000,247805850283699015215869292,10090000000000000000000,1339000000000000000000,0,0
2025-01-13,66149229510386495000000,1347900000000000000000,247813101190235720241844842,10101000000000000000000,1350000000000000000000,0,0
2025-01-14,66151476206505443710000,1347900000000000000000,247822321166521334658458742,10115000000000000000000,1364000000000000000000,0,0
2025-01-15,66163675662001348550000,1347900000000000000000,247871443248068556765783542,10191000000000000000000,1440000000000000000000,0,0
2025-01-16,65194923150274129360000,1359900000000000000000,247226896047285320645693342,10419000000000000000000,1680000000000000000000,0,0
2025-01-17,66224702750996098480000,1347900000000000000000,248108753854269436430414242,10573000000000000000000,1822000000000000000000,0,0
2025-01-18,66239008579673139350000,1347900000000000000000,248166124976046138456114042,10662000000000000000000,1911000000000000000000,0,0
2025-01-19,66256534952962781190000,1347900000000000000000,248236004197018264196719092,10771000000000000000000,2020000000000000000000,0,0
2025-01-20,66261519759383001870000,1347900000000000000000,248256345223859149883723692,10802000000000000000000,2051000000000000000000,0,0
2025-01-21,66271169608084067960000,1347900000000000000000,248295373871478950926091692,10862000000000000000000,2111000000000000000000,0,0
2025-01-22,66293535092835873410000,1347900000000000000000,248383790380631451812641792,11001000000000000000000,2250000000000000000000,0,0
2025-01-23,66298523240083752490000,1347900000000000000000,248404142749242295509525642,11032000000000000000000,2281000000000000000000,0,0
2025-01-24,66302868087775764350000,1347900000000000000000,248421892221106194801893142,11059000000000000000000,2308000000000000000000,0,0
2025-01-25,66313330100109145600000,1347900000000000000000,248464136811977636768351892,11124000000000000000000,2373000000000000000000,0,0
2025-01-26,66318320034778528670000,1347900000000000000000,248484495248414698975821992,11155000000000000000000,2404000000000000000000,0,0
2025-01-27,66321539516016453260000,1347900000000000000000,248497675532855254969207992,11175000000000000000000,2424000000000000000000,0,0
2025-01-28,66328140315137118450000,1347900000000000000000,248524522267253561264675342,11216000000000000000000,2465000000000000000000,0,0
2025-01-29,66331199355241842490000,1347900000000000000000,248537049295618945978737192,11235000000000000000000,2484000000000000000000,0,0
2025-01-30,65512730890914053860000,1357900000000000000000,247972285670900891812405692,11380000000000000000000,2639000000000000000000,0,0
2025-01-31,66365810045558932070000,1347900000000000000000,248674407168401235544547392,11451000000000000000000,2700000000000000000000,0,0
2025-02-01,66204130844863578050000,1349900000000000000000,248575740064128555540716642,11502000000000000000000,2753000000000000000000,0,0
2025-02-02,66379815802712814110000,1347900000000000000000,248731282568872482443140142,11538000000000000000000,2787000000000000000000,0,0
2025-02-03,66382555378635215440000,1347900000000000000000,248742506697959297418130542,11555000000000000000000,2804000000000000000000,0,0
2025-02-04,66393032481225867510000,1347900000000000000000,248784801900369834434704292,11620000000000000000000,2869000000000000000000,0,0
2025-02-05,66401092900058134860000,1347900000000000000000,248817487870727232705519292,11670000000000000000000,2919000000000000000000,0,0
2025-02-06,66424479184979927490000,1347900000000000000000,248909749859497035309285792,11815000000000000000000,3064000000000000000000,0,0
2025-02-07,65585751444524211590000,1357900000000000000000,248269302308331076277118042,11840000000000000000000,3099000000000000000000,0,0
2025-02-08,66434125078847508170000,1347900000000000000000,248949054528745745647734042,11875000000000000000000,3124000000000000000000,0,0
2025-02-09,66434770288853867170000,1347900000000000000000,248951708512072859712894242,11879000000000000000000,3128000000000000000000,0,0
2025-02-10,66448646390807495990000,1347900000000000000000,249007369064257241255522542,11965000000000000000000,3214000000000000000000,0,0
