block_date,token_standard,token_id,sell_volume,buy_volume,gross_volume,net_buy_pressure,total_supply,gross_daily_turnover_rate,data_source,primary_secondary_treatment,sample_window
2024-12-25,erc1155,5,118,294,412,176,38010,0.01083925,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2024-12-25
2024-12-26,erc1155,5,281,281,562,0,38010,0.01478558,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2024-12-25
2024-12-27,erc1155,5,37,37,74,0,38010,0.00194686,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2024-12-25
2024-12-28,erc1155,5,148,146,294,-2,38010,0.00773481,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2024-12-25
2024-12-29,erc1155,5,119,121,240,2,38010,0.00631413,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2024-12-25
2024-12-30,erc1155,5,58,58,116,0,38010,0.00305183,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2024-12-25
2024-12-31,erc1155,5,53,53,106,0,38010,0.00278874,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2024-12-25
2025-01-01,erc1155,5,50,50,100,0,38010,0.00263089,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2024-12-25
2025-01-02,erc1155,5,32,32,64,0,38010,0.00168377,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2024-12-25
2025-01-03,erc1155,5,28,28,56,0,38010,0.00147330,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2024-12-25
2025-01-04,erc1155,5,11,11,22,0,38010,0.00057880,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2024-12-25
2025-01-05,erc1155,5,38,38,76,0,38010,0.00199947,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2024-12-25
2025-01-06,erc1155,5,21,17,38,-4,38010,0.00099974,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2024-12-25
2025-01-07,erc1155,5,1,5,6,4,38010,0.00015785,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2024-12-25
2025-01-08,erc1155,5,628,628,1256,0,38010,0.03304394,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2024-12-25
2025-01-09,erc1155,5,168,166,334,-2,38010,0.00878716,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2024-12-25
2025-01-10,erc1155,5,145,15,160,-130,38010,0.00420942,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2024-12-25
2025-01-11,erc1155,5,48,180,228,132,38010,0.00599842,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2024-12-25
