block_date,mid_price_quote_per_token,base_reserve,quote_reserve,executed_buy_base,executed_sell_base,rejected_buy_base,rejected_sell_base
2024-12-25,10017477989027459210000,121758000000000000000000,1259690111206184096577525671,10361000000000000000000,8303000000000000000000,0,0
2024-12-26,10017993273084733450000,121758000000000000000000,1260922363116183453670845338,22692000000000000000000,20634000000000000000000,0,0
2024-12-27,9833779707281670171060,140881000000000000000000,1072208283495021965356155061,25383000000000000000000,42448000000000000000000,0,0
2024-12-28,9935927866146066185571,131330000000000000000000,1167434228788728663309504306,38235000000000000000000,45749000000000000000000,0,0
2024-12-29,10017712044359368660000,121929000000000000000000,1262016372161422619341305489,50763000000000000000000,48876000000000000000000,0,0
2024-12-30,10019250475237445440000,121758000000000000000000,1263920158158341930791635339,52752000000000000000000,50694000000000000000000,0,0
2024-12-31,10013854183814913700000,122418000000000000000000,1257795560817618111765733719,57282000000000000000000,55884000000000000000000,0,0
2025-01-01,10019507391345335800000,121761000000000000000000,1264565908326677369615156769,59502000000000000000000,57447000000000000000000,0,0
2025-01-02,10014642092628329560000,122339000000000000000000,1258882301407354092406502469,60274000000000000000000,58797000000000000000000,0,0
2025-01-03,10019671432932620360000,121758000000000000000000,1264926997944829972530253192,62809000000000000000000,60751000000000000000000,0,0
2025-01-04,10019705554180803340000,121758000000000000000000,1265008644257346655509826192,63624000000000000000000,61566000000000000000000,0,0
2025-01-05,10019368522260857370000,121810000000000000000000,1264745392130197745341639893,66172000000000000000000,64166000000000000000000,0,0
2025-01-06,10019834374257075970000,121767000000000000000000,1265410828805789414859581893,68536000000000000000000,66487000000000000000000,0,0
2025-01-07,10019925380443461870000,121758000000000000000000,1265534421646466237294037793,68874000000000000000000,66816000000000000000000,0,0
2025-01-08,9991275780887097543354,125245000000000000000000,1231096351015967760365045261,71642000000000000000000,73071000000000000000000,0,0
2025-01-09,10003615089994588050000,123741000000000000000000,1246323526552898599409856521,74305000000000000000000,74230000000000000000000,0,0
2025-01-10,10015679707100483520000,122298000000000000000000,1260960667308224311436978034,76958000000000000000000,75440000000000000000000,0,0
2025-01-11,10020234005102179740000,121768000000000000000000,1266376350104647965291024534,78283000000000000000000,76235000000000000000000,0,0
2025-01-12,10020398431847301230000,121758000000000000000000,1266664860495510242558271534,80168000000000000000000,78110000000000000000000,0,0
2025-01-13,10019983318814197470000,121815000000000000000000,1266268347310597521134018284,81883000000000000000000,79882000000000000000000,0,0
2025-01-14,10020534223024096460000,121758000000000000000000,1266989507940769510419927434,83409000000000000000000,81351000000000000000000,0,0
2025-01-15,10004437788376899220000,123703000000000000000000,1247966862585702913488991010,86950000000000000000000,86837000000000000000000,0,0
2025-01-16,9981318961189074295232,126538000000000000000000,1220224579996902641975399558,91421000000000000000000,94143000000000000000000,0,0
2025-01-17,10021184927985445220000,121758000000000000000000,1268542261671898748233338369,98934000000000000000000,96876000000000000000000,0,0
2025-01-18,9915937498586464898833,133730000000000000000000,1150037983165566495143755017,101584000000000000000000,111498000000000000000000,0,0
2025-01-19,9689527837211460392776,152031000000000000000000,971792850113817466046820765,105728000000000000000000,133943000000000000000000,0,0
2025-01-20,9674392958382386052927,153013000000000000000000,962453076997410150229134542,106972000000000000000000,136169000000000000000000,0,0
2025-01-21,9644409879610568230809,154885000000000000000000,944609288759286132311107689,108509000000000000000000,139578000000000000000000,0,0
2025-01-22,9622569482333456749632,156214000000000000000000,932264819797348371279406823,112608000000000000000000,145006000000000000000000,0,0
2025-01-23,10023266193667378640000,121758000000000000000000,1273466110648797747434902911,148525000000000000000000,146467000000000000000000,0,0
2025-01-24,10019646296118928130000,122192000000000000000000,1269355992780178052184121961,150696000000000000000000,149072000000000000000000,0,0
2025-01-25,10016090970665658700000,122620000000000000000000,1265249201374198151319884561,152288000000000000000000,151092000000000000000000,0,0
2025-01-26,10023484250534668380000,121758000000000000000000,1273986027424156659432023961,153715000000000000000000,151657000000000000000000,0,0
2025-01-27,10016029403102850910000,122638000000000000000000,1265287261150901560476541961,154459000000000000000000,153281000000000000000000,0,0
2025-01-28,10022531039454460970000,121885000000000000000000,1273047042680413872784259411,156985000000000000000000,155054000000000000000000,0,0
2025-01-29,10023615065235388680000,121761000000000000000000,1274329491597315373935035711,157442000000000000000000,155387000000000000000000,0,0
2025-01-30,10022166688932927950000,121952000000000000000000,1272879985160640205215708915,161989000000000000000000,160125000000000000000000,0,0
2025-01-31,9927060560993231776953,132943000000000000000000,1164301892683098650784434622,167208000000000000000000,176335000000000000000000,0,0
2025-02-01,9876635167306336712217,137895000000000000000000,1115638025726920131587417251,168494000000000000000000,182573000000000000000000,0,0
2025-02-02,9885365874736230183610,137097000000000000000000,1123825429793011158528819234,171955000000000000000000,185236000000000000000000,0,0
2025-02-03,9945385358638221026281,131062000000000000000000,1184088693557295334023724822,179208000000000000000000,186454000000000000000000,0,0
2025-02-04,10022196388745730980000,122099000000000000000000,1274482484809645018298004605,192743000000000000000000,191026000000000000000000,0,0
2025-02-05,9981040906247113602465,127099000000000000000000,1224963660723915956070256654,195135000000000000000000,198418000000000000000000,0,0
2025-02-06,9963846517529206387427,129110000000000000000000,1205286197240986404243253492,197915000000000000000000,203209000000000000000000,0,0
2025-02-07,9992137157096230547108,125807000000000000000000,1238679930382714754517437883,203938000000000000000000,205929000000000000000000,0,0
