block_date,mid_price_quote_per_token,base_reserve,quote_reserve,executed_buy_base,executed_sell_base,rejected_buy_base,rejected_sell_base
2024-12-25,10077290997790866860000,9109000000000000000000,97995299461055624791237003,894000000000000000000,553000000000000000000,0,0
2024-12-26,10063866196259064870000,9171000000000000000000,97471297276947289662064563,1865000000000000000000,1586000000000000000000,0,0
2024-12-27,10079124232163504190000,9109000000000000000000,98156560405529884392316430,2502000000000000000000,2161000000000000000000,0,0
2024-12-28,10079223465894752380000,9109000000000000000000,98165324825027791887552380,2589000000000000000000,2248000000000000000000,0,0
2024-12-29,10079898834384857200000,9109000000000000000000,98224800522758738103294662,3181000000000000000000,2840000000000000000000,0,0
2024-12-30,10079230057568868360000,9112000000000000000000,98198441582179808884247712,3218000000000000000000,2880000000000000000000,0,0
2024-12-31,10080071132768550430000,9109000000000000000000,98240012707557729556082862,3332000000000000000000,2991000000000000000000,0,0
2025-01-01,10080329035947834230000,9109000000000000000000,98262764271956746804937562,3558000000000000000000,3217000000000000000000,0,0
2025-01-02,10080755899796599890000,9109000000000000000000,98300385446586960806326036,3932000000000000000000,3591000000000000000000,0,0
2025-01-03,10080839228000199880000,9109000000000000000000,98307741277984583780513186,4005000000000000000000,3664000000000000000000,0,0
2025-01-04,10081016168518117830000,9109000000000000000000,98323352634969924444879186,4160000000000000000000,3819000000000000000000,0,0
2025-01-05,10081064116192667160000,9109000000000000000000,98327585625079587620968386,4202000000000000000000,3861000000000000000000,0,0
2025-01-06,10073334541171786880000,9143000000000000000000,98012931194054279512082436,4463000000000000000000,4156000000000000000000,0,0
2025-01-07,10081416898539098880000,9109000000000000000000,98358685334895962769567236,4511000000000000000000,4170000000000000000000,0,0
2025-01-08,10060012052686182730000,9201000000000000000000,97446976969172429925712886,4612000000000000000000,4363000000000000000000,0,0
2025-01-09,10081700078368323440000,9109000000000000000000,98383657793084954852656736,4759000000000000000000,4418000000000000000000,0,0
2025-01-10,10035501511307574820000,9310000000000000000000,96372440193729774575694686,4763000000000000000000,4623000000000000000000,0,0
2025-01-11,10082081527422457870000,9109000000000000000000,98417267647094710013206286,5093000000000000000000,4752000000000000000000,0,0
